0,0
-0.12897,-0.12897
-0.40462,-0.40462
-0.70537,-0.70537
-1.1011,-1.1011
-1.692,-1.692
-2.4903,-2.4903
-3.2517,-3.2517
-3.6959,-3.6959
-3.6705,-3.6705
-3.373,-3.373
-3.0911,-3.0911
-3.0028,-3.0028
-2.8967,-2.8967
-2.5645,-2.5645
-2.0989,-2.0989
-1.5132,-1.5132
-0.84174,-0.84174
-0.32205,-0.32205
-0.20586,-0.20586
-0.67873,-0.67873
-1.6477,-1.6477
-2.1892,-2.1892
-1.5709,-1.5709
-0.33723,-0.33723
0.7598,0.7598
1.3624,1.3624
0.98145,0.98145
-0.79904,-0.79904
-3.994,-3.994
-7.637,-7.637
-10.682,-10.682
-12.672,-12.672
-13.419,-13.419
-12.797,-12.797
-10.43,-10.43
-6.079,-6.079
0.14227,0.14227
7.6805,7.6805
16.184,16.184
24.271,24.271
30.51,30.51
34.115,34.115
34.76,34.76
32.498,32.498
27.851,27.851
22.063,22.063
16.552,16.552
12.603,12.603
11.016,11.016
11.413,11.413
12.992,12.992
14.967,14.967
16.988,16.988
18.678,18.678
19.121,19.121
17.463,17.463
13.163,13.163
6.0387,6.0387
-3.7356,-3.7356
-15.675,-15.675
-28.577,-28.577
-39.252,-39.252
-44.508,-44.508
-42.032,-42.032
-30.607,-30.607
-10.19,-10.19
17.491,17.491
47.23,47.23
73.609,73.609
88.036,88.036
93.353,93.353
94.991,94.991
91.811,91.811
82.015,82.015
67.355,67.355
50.311,50.311
33.709,33.709
17.725,17.725
1.7978,1.7978
-14.607,-14.607
-31.926,-31.926
-50.458,-50.458
-70.332,-70.332
-86.765,-86.765
-95.047,-95.047
-100.26,-100.26
-103.41,-103.41
-104.82,-104.82
-104.08,-104.08
-98.312,-98.312
-88.818,-88.818
-75.367,-75.367
-57.746,-57.746
-36.264,-36.264
-11.678,-11.678
14.928,14.928
42.298,42.298
69.167,69.167
88.527,88.527
97.841,97.841
104.59,104.59
110.08,110.08
114.16,114.16
116.58,116.58
117.13,117.13
107.74,107.74
84.737,84.737
48.63,48.63
1.4767,1.4767
-53.456,-53.456
-95.48,-95.48
-110.24,-110.24
-118.78,-118.78
-123.73,-123.73
-125.93,-125.93
-123.21,-123.21
-100.97,-100.97
-60.124,-60.124
-3.7819,-3.7819
