dis, vel, acc, tacc, force, scale, im, gm
0.0034023817543711436,0.04019359038122842,0.8222699195460591,0.7895531026868103,0.7767638846067992,0.3142511646148161,0.05000000000000001,sv01
0.004042563691563368,0.04711099963195754,0.95241774968328,0.8757462399331735,0.8582070536423227,0.3683345120475979,0.058605114876674025,sv01
0.004846955186181808,0.055218910907716294,1.093435306337409,0.9656632730746914,0.9428189500522373,0.43172572783186264,0.06869118979416314,sv01
0.005853353622472245,0.06472221234223074,1.2356186333168,1.061210151627061,1.0314210529571914,0.5060267174960402,0.08051310137804697,sv01
0.0071174317502963385,0.07586105378777847,1.3824901089717623,1.1636793172887232,1.1250179367374993,0.5931150781904342,0.09436959110675489,sv01
0.008705953608238377,0.08896258600160062,1.557907904862589,1.2741300663042379,1.2238133258164603,0.6951915458487574,0.11061081455352244,sv01
0.010732828581735123,0.10371196976736607,1.7660046718336568,1.3886661361452095,1.3235794513570112,0.8148356081151804,0.12964718987023338,sv01
0.012910838885454346,0.12019247848693192,2.015709296591124,1.5058249468017424,1.422085005798684,0.9550706883838933,0.15195976911565987,sv01
0.015516000056062755,0.13954309638483708,2.306425825194273,1.6280747043547936,1.5200766765638378,1.1194405481616438,0.1781123945131221,sv01
0.018754862878366987,0.1620149537847737,2.640074255928608,1.7550307727418504,1.6146748957283812,1.312098838452401,0.20876594682802002,sv01
0.02273974040376608,0.1883589680030224,3.0234106566165515,1.8880303591337615,1.7033738325663093,1.53791406314107,0.24469504592387462,sv01
0.029034008877462155,0.21936363928287633,3.469193236924589,2.0291016981170724,1.7848770912430696,1.802592606816698,0.28680762552243394,sv01
0.04429982457280297,0.2560263143560283,3.9806994834682374,2.1767384062557196,1.8202387499999997,2.112822935966717,0.3361678768249668,sv01
0.06934495513255953,0.29867461986063104,4.574892238134257,2.331559250690495,1.8202387499999997,2.4764446175280215,0.3940231407834955,sv01
0.09623803349307875,0.3483735968151667,5.264577043257404,2.4941113741686602,1.8202387499999997,2.902646425919015,0.46183542859369303,sv01
0.13288991176176654,0.4053844127642782,6.0697274567058255,2.6617639440305982,1.8202387499999997,3.402198544747021,0.541318366937027,sv01
0.16888049101690664,0.4712151486843154,6.997153760505803,2.8365026606192543,1.8202387499999997,3.9877247309630466,0.6344805015839609,sv01
0.18239192026948037,0.545330495055365,8.217984188086016,3.0157247959719835,1.8202387499999997,4.674021319092867,0.7436760536467556,sv01
0.21656029191904066,0.6247938987322137,9.300377432263176,3.1942322955853935,1.8202387499999997,5.478431126829215,0.8716644110999936,sv01
0.2636549592834635,0.7143591148008377,10.675150347495794,3.3911964929582536,1.8202387499999997,6.421281710635457,1.0216798589284706,sv01
0.32154390239926056,0.8368745996488762,12.481741904110471,3.6606221159629664,1.8202387499999997,7.526399046145532,1.1975133099937418,sv01
0.39119419202702865,1.015989966087743,14.584335796193535,4.054517379507537,1.8202387499999997,8.821709614140973,1.4036081019705877,sv01
0.5065897453747022,1.2288972269808174,16.974210779144435,4.522724900209863,1.8202387499999997,10.339946106907828,1.6451722811563336,sv01
0.5966971394152013,1.465130451917135,19.906447487807387,5.042228895005496,1.8202387499999997,12.119474588279024,1.9283102105817345,sv01
0.765875691444284,1.7478102676725213,23.284634602861296,5.6638742777521625,1.8202387499999997,14.205264009820477,2.2601768281801204,sv01
1.0083246534801353,2.079886785347685,27.16646989542396,6.394148681602744,1.8202387499999997,16.650022582980238,2.6491584531418533,sv01
1.2478669733533987,2.473604663110401,31.684111505720363,7.259979516259165,1.8202387499999997,19.51552972349546,3.1050847094578056,sv01
1.4278792998018324,2.9255432631991956,37.03148613609102,8.253844406397993,1.8202387499999997,22.874197226491958,3.6394769219915735,sv01
1.5246422852626986,3.452816376201609,43.30402407412218,9.413378543168655,1.8202387499999997,26.810899123405186,4.265839262086402,sv01
1.6779430614240352,4.06990941581571,50.70738362779031,10.770437015051794,1.8202387499999997,31.425116461481597,4.999999999999999,sv01
0.0035608972884959996,0.05116618890301551,0.8036554419340164,0.8126013472721779,0.7986113058527038,0.20933780590533582,0.05000000000000001,sv02
0.004162110384463024,0.058848442463821926,0.9267485100049321,0.8899952622230316,0.8717682499429646,0.24536532326226188,0.058605114876674025,sv02
0.0049294951716748305,0.06589267218022508,1.05970416348,0.9562172314051617,0.9338950310085773,0.2875932591307421,0.06869118979416314,sv02
0.006017149557519044,0.07253918767579107,1.2033231420929549,1.0157994616904693,0.989034402646995,0.3370887197822844,0.08051310137804697,sv02
0.006971101185616617,0.07948749879077838,1.3602797007312997,1.0758312792390385,1.044573894552422,0.3951024629294351,0.09436959110675489,sv02
0.008426680034603411,0.08725670590560711,1.5253642499946123,1.1400487356627866,1.1033441302328244,0.4631005045607274,0.11061081455352244,sv02
0.009819087546702826,0.0960675228627412,1.6989726734510775,1.2094033729237526,1.1659452531277856,0.5428011653845426,0.12964718987023338,sv02
0.012051836016174758,0.10609528751556033,1.8902607878603455,1.2842882863224208,1.2325780382634957,0.6362184930510729,0.15195976911565987,sv02
0.014902388999227861,0.11761366593923064,2.101032959852283,1.3657969244730692,1.3038319227810808,0.745713157438451,0.1781123945131221,sv02
0.018914557873318763,0.1328257336251546,2.3433631339079524,1.4704186532471202,1.3853497440565856,0.8740521051345541,0.20876594682802002,sv02
0.02380127543309388,0.15329691864082323,2.6213857930143196,1.5735591411805487,1.4710619647645446,1.0244784805921858,0.24469504592387462,sv02
0.028076701708401666,0.17448333218241555,3.1285516047202857,1.6712823178103358,1.5492802329230788,1.2007935808757102,0.28680762552243394,sv02
0.031595059170210715,0.19703036651041506,3.7106758316569985,1.767836148148655,1.6211375279581663,1.4074529150078745,0.3361678768249668,sv02
0.033484942022027446,0.22121068542380004,4.336164779996475,1.87243579285513,1.6862562421281542,1.6496787953509235,0.3940231407834955,sv02
0.03628992023332807,0.2477780579082952,5.040698103010952,1.995262494854299,1.7516965054682458,1.9335923062230815,0.46183542859369303,sv02
0.0385350768744702,0.27690410559152173,5.833291191384265,2.127203001301389,1.8009685978946313,2.2663679846171334,0.541318366937027,sv02
0.03941561692988822,0.30929095244570115,6.739405233282556,2.269437753182416,1.8202387499999997,2.6564151218260657,0.6344805015839609,sv02
0.038819285753951216,0.35442840131148245,7.7646419054060605,2.4249835648528544,1.8202387499999997,3.113590267495012,0.7436760536467556,sv02
0.045672748315750376,0.4075122608197457,8.963926582228147,2.614317462085536,1.8202387499999997,3.6494463061087856,0.8716644110999936,sv02
0.06084617034422441,0.47104815251333676,10.361997327424227,2.83401612797703,1.8202387499999997,4.277524400115181,1.0216798589284706,sv02
0.07222968889901553,0.5453087685304052,11.981003070873875,3.0120348577081817,1.8202387499999997,5.013696177130522,1.1975133099937418,sv02
0.09400815161177768,0.6328947029730554,13.897631889874804,3.203421394886476,1.8202387499999997,5.876564808349513,1.4036081019705877,sv02
0.11024579245276458,0.7371679344940852,16.192573196055662,3.441355707228006,1.8202387499999997,6.887935113470861,1.6451722811563334,sv02
0.1266723428708309,0.8603881863518141,18.913286995331134,3.712331193834814,1.8202387499999997,8.073364571760726,1.9283102105817345,sv02
0.19433354050545273,1.0063732711032107,22.1419066503893,4.033369162686883,1.8202387499999997,9.46280916338615,2.2601768281801204,sv02
0.2715832615381432,1.178624650771617,25.95803683460514,4.412169730942763,1.8202387499999997,11.091380361525777,2.6491584531418533,sv02
0.3726763862935458,1.3829389537876398,30.42230106578934,4.861480350307683,1.8202387499999997,13.00023240456208,3.1050847094578056,sv02
0.45194379881824165,1.619617814949598,35.67936173331523,5.381964350348167,1.8202387499999997,15.237602269856417,3.6394769219915735,sv02
0.5448241489161804,1.9284182569270136,41.85339498916741,6.061051990307239,1.8202387499999997,17.86002862940008,4.265839262086402,sv02
0.6608673112676979,2.3555408125890738,49.049471504307924,7.000343548442537,1.8202387499999997,20.933780590533573,4.999999999999999,sv02
0.0033891632370722105,0.05202570997691236,0.9296859561157219,0.7883261144744547,0.7748938803036387,0.3393702780867933,0.05000000000000001,sv03
0.004007079175394803,0.06083822423957563,1.0875654962491752,0.8732321284751938,0.8552532612077737,0.3977766826601066,0.058605114876674025,sv03
0.004570963728123784,0.06977407914853878,1.2539764984892472,0.9511295841171276,0.9278720575939944,0.46623496365115674,0.06869118979416314,sv03
0.005090795384159616,0.07905650160947185,1.4365666588120325,1.02544321228141,0.9970766701678331,0.5464750720859596,0.08051310137804697,sv03
0.005576087686016781,0.08901329138172516,1.6435994567247318,1.0991492459545866,1.06490051547182,0.6405246875367275,0.09436959110675489,sv03
0.006012723778669358,0.09973184387340929,1.8835717868463315,1.173197117072434,1.1322799593319814,0.7507604578887126,0.11061081455352245,sv03
0.006398499701056447,0.11154682837083044,2.1609724320350514,1.2489551892788573,1.2002451542487116,0.8799680575886477,0.12964718987023338,sv03
0.007487029595973889,0.12444793476817653,2.4847100249115015,1.3257870319360503,1.26834893558769,1.0314125820557276,0.15195976911565987,sv03
0.009076684844683757,0.13850454257764516,2.857047090200628,1.4043364420148805,1.336821053378212,1.2089210571324576,0.1781123945131221,sv03
0.011044393219415338,0.15364531445537913,3.2795233399787334,1.4836565019338839,1.4044510034501942,1.416979148601557,0.20876594682802005,sv03
0.013439764734055734,0.1703853679328503,3.762698275729387,1.5781688960480185,1.4714802444723836,1.6608445156329195,0.24469504592387462,sv03
0.016385897404762137,0.1879777303387376,4.305916870446595,1.7214443317577564,1.5428181993775882,1.9466796726192253,0.28680762552243394,sv03
0.019964372303092937,0.2068683308125272,4.91985827428617,1.8747253167484632,1.6377945346250862,2.2817077168387168,0.3361678768249668,sv03
0.02431857381334741,0.22677688086209316,5.606529728338723,2.0382670867228954,1.7226405624340102,2.674394857206531,0.3940231407834955,sv03
0.029518769725816147,0.25524872895292783,6.380935224352264,2.211071463292334,1.787825524597219,3.134664356643499,0.46183542859369303,sv03
0.03551344012301851,0.30585666674873124,7.249201356245342,2.38807631702939,1.8194282233061758,3.6741472944181526,0.541318366937027,sv03
0.042558113000430386,0.36581041763335426,8.235836627622911,2.573920637989848,1.8202387499999997,4.3064764852639374,0.6344805015839609,sv03
0.050752121703554254,0.4368224188950652,9.39429383892851,2.7662801494032423,1.8202387499999997,5.047630982651769,0.7436760536467556,sv03
0.060185115578961744,0.5209242107383141,10.753485685173157,2.965355886126912,1.8202387499999997,5.916339871867314,0.8716644110999936,sv03
0.07102404828262783,0.619438226934055,12.34671857434211,3.1824545581621,1.8202387499999997,6.934555556804615,1.0216798589284706,sv03
0.08325436083286133,0.7354018130847204,14.213416735158226,3.4374718033965004,1.8202387499999997,8.128008500504249,1.197513309993742,sv03
0.09704478928455651,0.8709356583008054,16.39947761742299,3.7355262961070403,1.8202387499999997,9.526857437812689,1.403608101970588,sv03
0.1123107205078458,1.0279254216938423,18.958121202107478,4.080764817262096,1.8202387499999997,11.166451491134177,1.6451722811563334,sv03
0.12909484758373344,1.2089400851585845,21.951280340290232,4.4788368531151,1.8202387499999997,13.08822344805452,1.9283102105817345,sv03
0.1473176369996453,1.4166767583652904,25.45093481414677,4.9356736576142595,1.8202387499999997,15.340736774096277,2.2601768281801204,sv03
0.19323824581769636,1.6548285936208973,29.541273819303896,5.459396896868819,1.8202387499999997,17.980912818774595,2.6491584531418533,sv03
0.26563019586525866,1.9286573853502451,34.323133004118056,6.06157786117562,1.8202387499999997,21.0754692266349,3.1050847094578056,sv03
0.38471176652066913,2.2460045529133135,39.92085255123072,6.759460732353186,1.8202387499999997,24.702605902134934,3.639476921991574,sv03
0.5238731940701978,2.6154641299237444,46.47701975356394,7.57194477740724,1.8202387499999997,28.953981132956464,4.265839262086402,sv03
0.6196268772854847,3.0463462831727584,54.15725845582232,8.519504122454277,1.8202387499999997,33.93702780867932,4.999999999999999,sv03
0.0037146965930334314,0.05969339247987168,1.0923312971962968,0.81461808446128,0.8040416216989393,0.880706072626898,0.05000000000000001,sv04
0.004247047760190337,0.0649840663384233,1.2350926031060276,0.8938300737962723,0.8801902495002688,1.0322776111776755,0.05860511487667403,sv04
0.0047164070689659585,0.0725874096349722,1.389289348037222,0.971858707654339,0.9548710696144418,1.2099349597537254,0.06869118979416314,sv04
0.005270700215578375,0.08034806766710645,1.546125874030631,1.052585373708427,1.0321168816984976,1.4181675461934207,0.08051310137804697,sv04
0.006056181320742828,0.08833269522165449,1.721252550598777,1.138465970463187,1.1140358720620744,1.6622374391807264,0.09436959110675489,sv04
0.007090233108276396,0.09550777013304504,1.909938912233514,1.2312155743534716,1.201249261200923,1.9483123215098974,0.11061081455352244,sv04
0.008918288009732418,0.10137481293788933,2.1158123536966125,1.3282304593997147,1.287646869722454,2.2836213483545396,0.12964718987023338,sv04
0.011081703553365683,0.10934476339943425,2.405440716941337,1.4353451563141926,1.3779688041695952,2.6766378291028596,0.15195976911565987,sv04
0.012743509346781133,0.11925807257973806,2.7627620113522084,1.547941235411526,1.46763942266053,3.1372933491564883,0.1781123945131221,sv04
